Portfolio,Agency,Asset Type,Header 1,Header 2,Header 3,Project Name,SA4 Name,Total Estimated Cost,Expenditure to 30-06-24,Budget 2024-25,Post 2024-25,Latitude,Longitude
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Yarrabah State School - Secondary Campus - Amenities upgrades,Cairns,640,N/A,640,N/A,-16.928849,145.874633
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Swayneville State School - Carpark upgrade,Mackay - Isaac - Whitsunday,344,65,279,N/A,-21.472625,149.144055
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Blackwater State High School - Amenities upgrades,Central Queensland,600,N/A,600,N/A,-23.57248,148.88274
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Upper Brookfield State School - Amenities upgrades,Brisbane - West,960,N/A,960,N/A,-27.478017,152.869106
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Mount Gravatt State High School - Amenities upgrades,Brisbane - South,720,N/A,720,N/A,-27.535011,153.073541
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Ipswich State High School - Amenities upgrades,Ipswich,840,N/A,840,N/A,-27.59107,152.746452
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Charters Towers State High School - Upgrade sports courts,Townsville,430,43,387,N/A,-20.080196,146.258473
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Aitkenvale State School - Refurbish learning space,Townsville,387,34,353,N/A,-19.296785,146.763058
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Rathdowney State School - Amenities upgrades,Logan - Beaudesert,"1,200",N/A,"1,200",N/A,-28.215634,152.860509
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Annandale State School - Refurbish learning space,Townsville,559,24,535,N/A,-19.315285,146.778441
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Charters Towers Central State School - Refurbish learning space,Townsville,430,43,387,N/A,-20.080199,146.263198
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Collinsville State High School - Refurbish learning space,Mackay - Isaac - Whitsunday,559,301,258,N/A,-20.548484,147.834688
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Cranbrook State School - Refurbish learning space,Townsville,344,34,310,N/A,-19.3092,146.753855
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,The Willows State School - Refurbish learning space,Townsville,559,43,516,N/A,-19.305133,146.722516
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Townsville South State School - Refurbish learning space,Townsville,387,26,361,N/A,-19.262946,146.82664
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Mornington Island State School - Refurbish learning space,Queensland - Outback,568,N/A,568,N/A,-16.666363,139.182596
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Mount Isa Central State School - Refurbish learning space,Queensland - Outback,568,43,525,N/A,-20.723255,139.491988
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Mundingburra State School - Refurbish learning space,Townsville,568,52,516,N/A,-19.294541,146.789636
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Richmond State School - Refurbish learning space,Queensland - Outback,568,26,542,N/A,-20.734145,143.143081
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Cleveland District State High School - Refurbish auditorium building,Brisbane - East,"1,978","1,507",471,N/A,-27.529881,153.260297
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Kilkivan State School - Covered area over courts,Wide Bay,849,428,421,N/A,-26.087733,152.241373
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Currimundi State School - Refurbish learning space,Sunshine Coast,860,N/A,860,N/A,-26.777613,153.135518
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Coorparoo State School - Refurbish learning space,Brisbane - South,774,N/A,774,N/A,-27.494004,153.06059
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Pimlico State High School - Refurbishment of specialist classrooms and water reticulation upgrade,Townsville,953,100,853,N/A,-19.288734,146.782657
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Goondiwindi State High School - Additional specialist classrooms,Darling Downs - Maranoa,673,420,253,N/A,-28.537537,150.297467
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Inglewood State School - Additional specialist classrooms,Darling Downs - Maranoa,741,401,340,N/A,-28.416159,151.07706
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Wowan State School - Amenities upgrades,Central Queensland,890,623,267,N/A,-23.910494,150.193801
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Growth Projects in Darling Downs - Maranoa,Darling Downs - Maranoa,"1,670",N/A,835,835,,
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Growth Projects in Sunshine Coast,Sunshine Coast,"2,250",N/A,"1,125","1,125",,
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Gatton State School - Security fence,Darling Downs - Maranoa,930,N/A,930,N/A,-27.560199,152.278366
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Lockyer District State High School - Security fence,Darling Downs - Maranoa,"1,116",N/A,"1,116",N/A,-27.566932,152.276977
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Indooroopilly State High School - Security fence,Brisbane - West,"1,209",N/A,"1,209",N/A,-27.500587,152.984077
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Woodcrest State College - Security fence,Ipswich,"1,674",N/A,"1,674",N/A,-27.657283,152.918473
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Marburg State School - Amenities upgrades,Ipswich,560,N/A,560,N/A,-27.56242,152.59393
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Tagai State College - Thursday Island Secondary - Amenities upgrades,Queensland - Outback,860,N/A,860,N/A,-10.577461,142.213832
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Seville Road State School - Refurbish learning space,Brisbane - South,"1,376",N/A,"1,376",N/A,-27.525584,153.072861
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Buddina State School - Security fence,Sunshine Coast,930,N/A,930,N/A,-26.702191,153.133162
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,James Nash State High School - Security fence,Wide Bay,"1,116",N/A,"1,116",N/A,-26.175895,152.656069
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Gordonvale State High School - Security fence,Cairns,"1,116",N/A,"1,116",N/A,-17.088716,145.778389
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Ipswich East State School - Security fence,Ipswich,930,N/A,930,N/A,-27.606886,152.776929
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Happy Valley State School - Security fence,Queensland - Outback,930,N/A,930,N/A,-20.744912,139.491008
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,William Ross State High School - Security fence,Townsville,"1,116",N/A,"1,116",N/A,-19.314852,146.800571
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Hilder Road State School - Security fence,Brisbane - West,930,N/A,930,N/A,-27.436814,152.937219
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Greenlands State School - Upgrade water reticulation,Darling Downs - Maranoa,275,N/A,275,N/A,-28.660808,151.827463
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Barambah Environmental Education Centre - Upgrade water reticulation,Wide Bay,275,N/A,275,N/A,-26.341398,152.328958
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Tagai State College - Kubin Campus - Upgrade water reticulation,Queensland - Outback,550,N/A,550,N/A,-10.23332,142.218622
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Tagai State College - St Pauls Campus - Upgrade water reticulation,Queensland - Outback,550,N/A,550,N/A,-10.187697,142.334075
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Tagai State College - Yam Island Campus - Upgrade water reticulation,Queensland - Outback,550,N/A,550,N/A,-9.899529,142.769695
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Tagai State College - Mabuiag Island Campus - Upgrade water reticulation,Queensland - Outback,550,N/A,550,N/A,-9.954659,142.189512
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Tagai State College - Poruma Campus - Upgrade water reticulation,Queensland - Outback,550,N/A,550,N/A,-10.0503,143.064194
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Tagai State College - Saibai Island Campus - Upgrade water reticulation,Queensland - Outback,550,N/A,550,N/A,-9.379417,142.623994
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Hopevale Campus of Cape York Aboriginal Australian Academy - Refurbish learning space,Queensland - Outback,"1,462",N/A,"1,462",N/A,-15.295258,145.108091
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Taranganba State School - Refurbish learning space,Central Queensland,602,N/A,602,N/A,-23.154601,150.754215
Education,Department of Education,"Property, Plant and Equipment",Capital Works Program,,,Warwick State High School - Amenities upgrades,Darling Downs - Maranoa,602,N/A,602,N/A,-28.210316,152.03353
Education,Department of Education,Capital Grant,,,,Capital grants - Education,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"137,893",Ongoing,,
Education,Queensland Curriculum and Assessment Authority,"Property, Plant and Equipment",,,,Plant and Equipment - Queensland Curriculum and Assessment Authority,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"1,200",Ongoing,,
